TimeDelta,Length,Port,Attack
0.000273000,154,443,0
0.000212000,115,80,0
0.809329000,115,5228,0
0.043515000,429,80,0
0.024757000,115,57067,0
0.021567000,198,52706,0
0.000470000,115,80,0
0.000157000,115,80,0
0.000202000,115,80,0
0.367775000,115,5228,0
0.062972000,115,57068,0
1.232833000,176,443,0
0.000159000,176,443,0
0.000148000,662,443,0
0.036228000,115,54336,0
0.000201000,115,54336,0
0.094012000,180,54336,0
0.000201000,357,54336,0
0.000278000,115,443,0
0.003672000,115,443,0
0.006914000,154,443,0
0.000455000,154,443,0
0.000266000,154,443,0
0.001514000,154,443,0
0.002261000,154,443,0
0.002782000,154,443,0
0.005237000,154,443,0
0.037561000,115,54336,0
16.083654000,115,443,0
0.037958000,115,36646,0
1.185305000,115,443,0
0.158824000,115,80,0
0.038215000,115,51749,0
0.000210000,115,51749,0
0.921669000,115,80,0
0.040491000,115,52706,0
0.439460000,115,5228,0
0.067562000,115,57068,0
1.694182000,209,443,0
0.000320000,154,443,0
0.000226000,211,443,0
0.035780000,115,36646,0
0.000194000,115,36646,0
0.000148000,115,36646,0
0.000147000,154,36646,0
0.000286000,115,443,0
0.010747000,1483,443,0
0.000262000,1483,443,0
0.000264000,262,443,0
0.000434000,1483,443,0
0.000326000,1483,443,0
0.000224000,262,443,0
0.000270000,225,443,0
0.000268000,1483,443,0
0.000746000,1483,443,0
0.000313000,262,443,0
0.035636000,127,36646,0
0.000194000,135,36646,0
0.000147000,135,36646,0
0.003657000,1483,443,0
0.000351000,1483,443,0
0.000223000,262,443,0
0.000272000,1483,443,0
0.035979000,135,36646,0
0.008590000,1483,443,0
0.003738000,1483,443,0
0.003894000,1483,443,0
0.029349000,143,36646,0
0.007148000,143,36646,0
0.000285000,1483,443,0
0.000532000,1483,443,0
0.000234000,262,443,0
0.000278000,1483,443,0
0.044726000,135,36646,0
0.002717000,135,36646,0
0.001359000,1483,443,0
0.000182000,1483,443,0
0.000748000,1483,443,0
0.000662000,1483,443,0
0.000688000,1483,443,0
0.000848000,1483,443,0
0.017263000,1483,443,0
0.035008000,1483,443,0
0.014854000,1483,443,0
0.037315000,135,36646,0
0.001172000,1483,443,0
0.000259000,1483,443,0
0.000254000,1483,443,0
0.229048000,1483,443,0
0.259887000,1483,443,0
0.040051000,127,36646,0
0.001219000,1483,443,0
0.000322000,1483,443,0
0.238004000,262,443,0
0.038947000,115,36646,0
0.001612000,1483,443,0
0.000393000,1483,443,0
0.219793000,1483,443,0
0.043744000,115,36646,0
0.001152000,1483,443,0
0.000382000,1483,443,0
0.066601000,182,36646,0
0.000199000,153,36646,0
0.000147000,169,36646,0
0.001678000,115,443,0
0.165710000,1483,443,0
0.038425000,115,36646,0
0.001135000,1483,443,0
0.000388000,1483,443,0
0.021391000,449,36646,0
0.031322000,115,443,0
0.152239000,1483,443,0
0.000512000,1483,443,0
0.043067000,115,36646,0
0.002139000,1483,443,0
0.000380000,1483,443,0
0.174880000,1483,443,0
0.000586000,1483,443,0
0.003240000,1483,443,0
0.001405000,1483,443,0
0.001872000,1483,443,0
0.036652000,115,36646,0
0.002032000,1483,443,0
0.000383000,1483,443,0
0.234001000,1483,443,0
0.012253000,169,36646,0
0.000613000,115,443,0
0.025157000,115,36646,0
0.001838000,1483,443,0
0.000373000,1483,443,0
0.040786000,182,36646,0
0.038448000,115,443,0
0.179087000,115,36646,0
0.001324000,1483,443,0
0.000375000,1483,443,0
0.239020000,1483,443,0
0.000362000,1483,443,0
0.000689000,1483,443,0
0.000497000,1483,443,0
0.037650000,115,36646,0
0.001172000,1483,443,0
0.000380000,1483,443,0
0.239576000,1483,443,0
0.038012000,115,36646,0
0.001186000,1483,443,0
0.000323000,1483,443,0
0.153507000,169,36646,0
0.000461000,115,443,0
0.066509000,1483,443,0
0.039248000,115,36646,0
0.001914000,1483,443,0
0.000343000,1483,443,0
0.001225000,1483,443,0
0.001504000,1483,443,0
0.033778000,127,36646,0
0.001394000,1483,443,0
0.000186000,1483,443,0
0.000688000,1483,443,0
0.001595000,1483,443,0
0.000076000,1483,443,0
0.002680000,1483,443,0
0.038061000,127,36646,0
0.000869000,1483,443,0
0.039168000,135,36646,0
0.001001000,1483,443,0
0.041079000,135,36646,0
0.001077000,1483,443,0
0.037271000,135,36646,0
0.001098000,1483,443,0
0.038681000,135,36646,0
0.000185000,135,36646,0
0.001312000,1483,443,0
0.037941000,135,36646,0
0.002325000,1483,443,0
0.034270000,1483,443,0
0.003652000,135,36646,0
0.034607000,135,36646,0
0.001311000,1483,443,0
0.000418000,1483,443,0
0.000242000,1483,443,0
0.038154000,135,36646,0
0.000192000,135,36646,0
0.003382000,1483,443,0
0.000350000,1483,443,0
0.000226000,1483,443,0
0.037773000,127,36646,0
0.000201000,127,36646,0
0.000146000,127,36646,0
0.000887000,1483,443,0
0.000356000,1483,443,0
0.000273000,1483,443,0
0.036710000,135,36646,0
0.002161000,1483,443,0
0.037639000,127,36646,0
0.001053000,1483,443,0
0.039424000,127,36646,0
0.002046000,1483,443,0
0.037374000,127,36646,0
0.001675000,1483,443,0
0.038651000,127,36646,0
0.002253000,1483,443,0
0.037840000,127,36646,0
0.000904000,1483,443,0
0.038323000,127,36646,0
0.003010000,1483,443,0
0.000196000,1483,443,0
0.171626000,181,36646,0
0.000502000,115,443,0
0.056287000,1483,443,0
0.039391000,115,36646,0
0.002580000,1483,443,0
0.000381000,1483,443,0
0.237570000,1483,443,0
0.040549000,115,36646,0
0.001224000,1483,443,0
0.000320000,1483,443,0
0.037095000,127,36646,0
0.000193000,127,36646,0
0.000942000,1483,443,0
0.001430000,1483,443,0
0.000346000,1483,443,0
0.000274000,1483,443,0
0.036250000,115,36646,0
0.000127000,115,36646,0
0.000149000,127,36646,0
0.001024000,1483,443,0
0.000373000,1483,443,0
0.241454000,1483,443,0
0.000143000,1483,443,0
0.000735000,1483,443,0
0.000582000,1483,443,0
0.000999000,1483,443,0
0.002494000,1483,443,0
0.036961000,115,36646,0
0.001191000,1483,443,0
0.000335000,1483,443,0
0.066810000,157,36646,0
0.000242000,115,443,0
0.000215000,115,443,0
0.001161000,115,443,0
0.167134000,1483,443,0
0.022886000,169,36646,0
0.000504000,115,443,0
0.014624000,115,36646,0
0.003580000,1483,443,0
0.000334000,1483,443,0
0.000076000,1483,443,0
0.036765000,127,36646,0
0.000159000,127,36646,0
0.001315000,1483,443,0
0.000124000,1483,443,0
0.000135000,1483,443,0
0.001098000,1483,443,0
0.003522000,1483,443,0
0.000188000,1483,443,0
0.000333000,1483,443,0
0.037450000,127,36646,0
0.001352000,1483,443,0
0.038070000,127,36646,0
0.001027000,1483,443,0
0.039648000,127,36646,0
0.001270000,1483,443,0
0.000382000,1483,443,0
0.038026000,127,36646,0
0.001394000,1483,443,0
0.039270000,127,36646,0
0.001015000,1483,443,0
0.034955000,1483,443,0
0.005202000,127,36646,0
0.039023000,127,36646,0
0.001669000,1483,443,0
0.000180000,1483,443,0
0.000441000,1483,443,0
0.233397000,1483,443,0
0.040997000,1483,443,0
0.000316000,1483,443,0
0.003197000,1483,443,0
0.000945000,1483,443,0
0.000912000,1483,443,0
0.001608000,1483,443,0
0.002560000,1483,443,0
0.028458000,115,36646,0
0.003785000,1483,443,0
0.000379000,1483,443,0
0.005679000,115,36646,0
0.002279000,1483,443,0
0.014935000,201,36646,0
0.000280000,157,36646,0
0.003357000,115,443,0
0.000402000,201,36646,0
0.000193000,157,36646,0
0.001137000,115,443,0
0.000188000,115,443,0
0.000670000,192,36646,0
0.000195000,157,36646,0
0.001156000,115,443,0
0.002577000,196,36646,0
0.001696000,196,36646,0
0.000188000,157,36646,0
0.000222000,193,36646,0
0.000144000,157,36646,0
0.000262000,115,443,0
0.000221000,115,443,0
0.000913000,198,36646,0
0.000192000,157,36646,0
0.000873000,115,443,0
0.004911000,191,36646,0
0.000206000,157,36646,0
0.000618000,115,443,0
0.000810000,194,36646,0
0.000201000,157,36646,0
0.000912000,115,443,0
0.000551000,127,36646,0
0.001248000,1483,443,0
0.038136000,127,36646,0
0.001071000,1483,443,0
0.038698000,127,36646,0
0.001234000,1483,443,0
0.039140000,127,36646,0
0.002218000,127,36646,0
0.001698000,127,36646,0
0.001036000,1483,443,0
0.000388000,1483,443,0
0.000681000,1483,443,0
0.000191000,1483,443,0
0.032431000,429,80,0
0.006377000,115,36646,0
0.001519000,1483,443,0
0.003318000,115,36646,0
0.001165000,1483,443,0
0.000372000,1483,443,0
0.025462000,198,51749,0
0.002695000,115,80,0
0.000131000,115,80,0
0.009923000,115,36646,0
0.001235000,1483,443,0
0.000321000,1483,443,0
0.004145000,1483,443,0
0.008459000,197,36646,0
0.000204000,157,36646,0
0.001256000,115,443,0
0.001552000,192,36646,0
0.000201000,157,36646,0
0.003625000,198,36646,0
0.000225000,157,36646,0
0.001884000,208,36646,0
0.000200000,157,36646,0
0.001395000,115,443,0
0.000128000,115,443,0
0.000149000,115,443,0
0.000299000,115,443,0
0.014994000,127,36646,0
0.001035000,1483,443,0
0.039669000,127,36646,0
0.001803000,1483,443,0
0.002534000,181,36646,0
0.034982000,127,36646,0
0.000154000,127,36646,0
0.000580000,127,36646,0
0.000671000,127,36646,0
0.000780000,127,36646,0
0.000260000,115,443,0
0.001291000,1483,443,0
0.037672000,1483,443,0
0.000379000,1483,443,0
0.012469000,204,36646,0
0.000201000,169,36646,0
0.000278000,115,443,0
0.004113000,209,36646,0
0.000203000,169,36646,0
0.000754000,115,443,0
0.001611000,206,36646,0
0.000201000,169,36646,0
0.000282000,115,443,0
0.004993000,203,36646,0
0.000202000,169,36646,0
0.000280000,115,443,0
0.000193000,115,443,0
0.000925000,205,36646,0
0.000194000,169,36646,0
0.000279000,115,443,0
0.011059000,115,54336,0
0.000274000,115,36646,0
0.001068000,1483,443,0
0.003941000,115,36646,0
0.001259000,1483,443,0
0.000380000,1483,443,0
0.073667000,127,36646,0
0.001243000,1483,443,0
0.014152000,204,36646,0
0.000201000,169,36646,0
0.000814000,115,443,0
0.000863000,204,36646,0
0.000522000,204,36646,0
0.000187000,169,36646,0
0.000889000,115,443,0
0.000909000,208,36646,0
0.000202000,169,36646,0
0.000280000,115,443,0
0.005740000,205,36646,0
0.000201000,169,36646,0
0.000773000,115,443,0
0.012363000,127,36646,0
0.001448000,1483,443,0
0.038971000,127,36646,0
0.001044000,1483,443,0
0.039387000,127,36646,0
0.001855000,1483,443,0
0.000381000,1483,443,0
0.037563000,115,36646,0
0.000984000,1483,443,0
0.003844000,115,36646,0
0.001168000,1483,443,0
0.000376000,1483,443,0
0.037433000,115,36646,0
0.001080000,1483,443,0
0.034634000,127,36646,0
0.001177000,1483,443,0
0.000514000,1483,443,0
0.002936000,1483,443,0
0.009934000,202,36646,0
0.000121000,202,36646,0
0.000149000,169,36646,0
0.000141000,169,36646,0
0.000925000,115,443,0
0.002287000,208,36646,0
0.000125000,208,36646,0
0.000141000,208,36646,0
0.000148000,169,36646,0
0.000992000,115,443,0
0.000733000,200,36646,0
0.000203000,169,36646,0
0.000955000,115,443,0
0.000117000,115,443,0
0.000141000,115,443,0
0.002649000,203,36646,0
0.000202000,169,36646,0
0.000148000,169,36646,0
0.000283000,115,443,0
0.014953000,127,36646,0
0.002982000,1483,443,0
0.038151000,127,36646,0
0.001175000,1483,443,0
0.037803000,127,36646,0
